,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
299,2.0,27,20,20,20,50,0,3.358755709041957e+31,0,"LR (20, True)"
300,3.0,27,30,20,20,50,0,19007905859.643604,0,"LR (20, True)"
301,4.0,27,40,20,20,50,0,28072.910290237945,0,"LR (20, True)"
302,5.0,27,50,20,20,50,0,27069662.722523104,0,"LR (20, True)"
303,6.0,27,60,20,20,50,0,3.854628272555967e+54,0,"LR (20, True)"
304,7.0,27,70,20,20,50,0,6661503.375853279,0,"LR (20, True)"
305,8.0,27,80,20,20,50,0,2461160507011161.0,0,"LR (20, True)"
306,9.0,27,90,20,20,50,0,777132935.194945,0,"LR (20, True)"
307,10.0,27,100,20,20,50,0,8846596170153256.0,0,"LR (20, True)"
308,0.0,28,5,20,20,50,0,3.171657216963137e+26,0,"LR (20, True)"
309,1.0,28,10,20,20,50,0,12297580.073041167,0,"LR (20, True)"
310,2.0,28,20,20,20,50,0,5.307842377870387e+26,0,"LR (20, True)"
311,3.0,28,30,20,20,50,0,2.434337708051989e+16,0,"LR (20, True)"
312,4.0,28,40,20,20,50,0,9903069.537616463,0,"LR (20, True)"
313,5.0,28,50,20,20,50,0,7840453.158389317,0,"LR (20, True)"
314,6.0,28,60,20,20,50,0,26426866.55395184,0,"LR (20, True)"
315,7.0,28,70,20,20,50,0,8.483589800067209e+43,0,"LR (20, True)"
316,8.0,28,80,20,20,50,0,881359463.0103676,0,"LR (20, True)"
317,9.0,28,90,20,20,50,0,6769695570.927862,0,"LR (20, True)"
318,10.0,28,100,20,20,50,0,71299023.75131382,0,"LR (20, True)"
319,0.0,29,5,20,20,50,0,2.347735048035589e+21,0,"LR (20, True)"
320,1.0,29,10,20,20,50,0,1440.6226724096805,0,"LR (20, True)"
321,2.0,29,20,20,20,50,0,3.780182638066893e+123,0,"LR (20, True)"
322,3.0,29,30,20,20,50,0,2475497722963091.5,0,"LR (20, True)"
323,4.0,29,40,20,20,50,0,2.5175232727619207e+49,0,"LR (20, True)"
324,5.0,29,50,20,20,50,0,1983296910210195.5,0,"LR (20, True)"
325,6.0,29,60,20,20,50,0,24413495153473.586,0,"LR (20, True)"
326,7.0,29,70,20,20,50,0,4176.5628560269015,0,"LR (20, True)"
327,8.0,29,80,20,20,50,0,18991118356470.867,0,"LR (20, True)"
328,9.0,29,90,20,20,50,0,545047.8517588158,0,"LR (20, True)"
329,10.0,29,100,20,20,50,0,1315737709.660185,0,"LR (20, True)"
0,,0,5,20,20,50,0,415664.8986815614,0,"LR (20, True)"
1,,0,10,20,20,50,0,1.2718262688088276e+16,0,"LR (20, True)"
2,,0,20,20,20,50,0,798904824008607.8,0,"LR (20, True)"
3,,0,30,20,20,50,0,3.296606393776016e+102,0,"LR (20, True)"
4,,0,40,20,20,50,0,32143942.713641424,0,"LR (20, True)"
5,,0,50,20,20,50,0,8.684229205455242,0,"LR (20, True)"
6,,0,60,20,20,50,0,44297.36289290994,0,"LR (20, True)"
7,,0,70,20,20,50,0,38773814557236.65,0,"LR (20, True)"
8,,0,80,20,20,50,0,2.7816170118569322e+20,0,"LR (20, True)"
9,,0,90,20,20,50,0,1.621342021100622e+18,0,"LR (20, True)"
10,,0,100,20,20,50,0,7.193985531836855e+116,0,"LR (20, True)"
0,,1,5,20,20,50,0,372187361.0783115,0,"LR (20, True)"
1,,1,10,20,20,50,0,5778083518.948556,0,"LR (20, True)"
2,,1,20,20,20,50,0,471562.65855477145,0,"LR (20, True)"
3,,1,30,20,20,50,0,584563378584.8018,0,"LR (20, True)"
4,,1,40,20,20,50,0,1201552142078.4995,0,"LR (20, True)"
5,,1,50,20,20,50,0,404356811589240.9,0,"LR (20, True)"
6,,1,60,20,20,50,0,8.022353761824582e+26,0,"LR (20, True)"
7,,1,70,20,20,50,0,8.461865913199728e+63,0,"LR (20, True)"
